Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| 5678 | 22.0030.1258 | Định lượng yếu tố đông máu ngoại sinh II, V,VII, X | Định lượng yếu tố đông máu ngoại sinh II, V,VII, X [yếu tố V hoặc yếu tố VII hoặc yếu tố X] | 341.000 | Giá cho mỗi yếu tố. |
| 5679 | 22.0029.1259 | Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI | Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI [yếu tố IX] | 248.800 | Giá cho mỗi yếu tố. |
| 5680 | 22.0029.1260 | Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI | Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI [yếu tố VIIIc hoặc yếu tố XI] | 311.000 | Giá cho mỗi yếu tố. |
| 5681 | 22.0034.1262 | Định lượng yếu tố XIII (tên khác: Định lượng yếu tố ổn định sợi huyết) | Định lượng yếu tố XIII (tên khác: Định lượng yếu tố ổn định sợi huyết) | 1.091.700 |  |
| 5682 | 22.0059.1263 | Định lượng chất ức chế hoạt hóa Plasmin (PAI: Plasmin Activated Inhibitor) | Định lượng chất ức chế hoạt hóa Plasmin (PAI: Plasmin Activated Inhibitor) | 222.700 |  |
| 5683 | 22.0567.1263 | Định lượng chất ức chế hoạt hóa Plasmin 1 (PAI-1) | Định lượng chất ức chế hoạt hóa Plasmin 1 (PAI-1) | 222.700 |  |
| 5684 | 22.0568.1263 | Định lượng chất ức chế hoạt hóa Plasmin 2 (PAI-2) | Định lượng chất ức chế hoạt hóa Plasmin 2 (PAI-2) | 222.700 |  |
| 5685 | 22.0067.1264 | Định lượng α2 antiplasmin | Định lượng α2 antiplasmin | 222.700 |  |
| 5686 | 22.0692.1265 | Định lượng β - Thromboglobulin (βTG) | Định lượng β - Thromboglobulin (βTG) | 222.700 |  |
| 5687 | 22.0312.1266 | Xác định nhóm máu A1 (kỹ thuật ông nghiệm) | Xác định nhóm máu A1 (kỹ thuật ông nghiệm) | 37.300 |  |
| 5688 | 22.0285.1267 | Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền máu toàn phần, khối hồng cầu, khối bạch cầu | Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền máu toàn phần, khối hồng cầu, khối bạch cầu | 24.800 |  |
| 5689 | 22.0502.1267 | Định nhóm máu tại giường bệnh trước truyền máu | Định nhóm máu tại giường bệnh trước truyền máu [khối hồng cầu, khối bạch cầu] | 24.800 |  |
| 5690 | 22.0286.1268 | Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền chế phẩm tiểu cầu hoặc huyết tương | Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền chế phẩm tiểu cầu hoặc huyết tương | 22.200 |  |
| 5691 | 22.0502.1268 | Định nhóm máu tại giường bệnh trước truyền máu | Định nhóm máu tại giường bệnh trước truyền máu [chế phẩm tiểu cầu hoặc huyết tương] | 22.200 |  |
| 5692 | 01.0284.1269 | Định nhóm máu tại giường | Định nhóm máu tại giường | 42.100 |  |
| 5693 | 22.0279.1269 | Định nhóm máu hệ ABO (kỹ thuật ông nghiệm) | Định nhóm máu hệ ABO (kỹ thuật ông nghiệm) | 42.100 |  |
| 5694 | 22.0280.1269 | Định nhóm máu hệ ABO (kỹ thuật phiên đá) | Định nhóm máu hệ ABO (kỹ thuật phiên đá) | 42.100 |  |
| 5695 | 22.0283.1269 | Định nhóm máu hệ ABO (kỹ thuật trên giấy) | Định nhóm máu hệ ABO (kỹ thuật trên giấy) | 42.100 |  |
| 5696 | 22.0284.1270 | Định nhóm máu hệ ABO (kỹ thuật trên thè) | Định nhóm máu hệ ABO (kỹ thuật trên thè) | 62.200 |  |
| 5697 | 22.0288.1271 | Định nhóm máu hệ ABO trên thè định nhóm máu (đã có sẵn huyết thanh máu) để truyền chế phẩm tiểu cầu hoặc huyết tương | Định nhóm máu hệ ABO trên thè định nhóm máu (đã có sẵn huyết thanh máu) để truyền chế phẩm tiểu cầu hoặc huyết tương | 31.100 |  |
| 5698 | 22.0287.1272 | Định nhóm máu hệ ABO trên thè định nhóm máu (đã có sẵn huyết thanh máu) để truyền máu toàn phần, khối hồng cầu, khối bạch cầu | Định nhóm máu hệ ABO trên thè định nhóm máu (đã có sẵn huyết thanh máu) để truyền máu toàn phần, khối hồng cầu, khối bạch cầu | 49.700 |  |
| 5699 | 22.0294.1273 | Định nhóm máu hệ ABO, Rh(D) trên hệ thống máy tự động hoàn toàn | Định nhóm máu hệ ABO, Rh(D) trên hệ thống máy tự động hoàn toàn | 40.900 |  |
| 5700 | 22.0293.1274 | Định nhóm máu hệ ABO, Rh(D) bằng công nghệ hồng cầu gắn từ | Định nhóm máu hệ ABO, Rh(D) bằng công nghệ hồng cầu gắn từ | 55.900 |  |
| 5701 | 22.0290.1275 | Định nhóm máu hệ ABO, Rh(D) (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Định nhóm máu hệ ABO, Rh(D) (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 93.300 |  |
| 5702 | 22.0289.1275 | Định nhóm máu hệ ABO, Rh(D) (kỹ thuật Scangel/Gelcard trên máy tự động) | Định nhóm máu hệ ABO, Rh(D) (kỹ thuật Scangel/Gelcard trên máy tự động) | 93.300 |  |
| 5703 | 22.0241.1276 | Xác định kháng nguyên Diª của hệ nhóm máu Diago (kỹ thuật ống nghiệm) | Xác định kháng nguyên Diª của hệ nhóm máu Diago (kỹ thuật ống nghiệm) | 198.600 |  |
| 5704 | 22.0242.1276 | Xác định kháng nguyên Diª của hệ nhóm máu Diago (kỹ thuật ống nghiệm) | Xác định kháng nguyên Diª của hệ nhóm máu Diago (kỹ thuật ống nghiệm) | 198.600 |  |
| 5705 | 22.0220.1277 | Xác định kháng nguyên Miª của hệ nhóm máu MNS (kỹ thuật ống nghiệm) | Xác định kháng nguyên Miª của hệ nhóm máu MNS (kỹ thuật ống nghiệm) | 167.500 |  |
| 5706 | 22.0223.1278 | Xác định kháng nguyên P₁ của hệ nhóm máu P₁Pk (kỹ thuật ống nghiệm) | Xác định kháng nguyên P₁ của hệ nhóm máu P₁Pk (kỹ thuật ống nghiệm) | 210.600 |  |
| 5707 | 22.0295.1279 | Xác định kháng nguyên D yếu của hệ Rh (kỹ thuật ống nghiệm) | Xác định kháng nguyên D yếu của hệ Rh (kỹ thuật ống nghiệm) | 186.600 |  |
| 5708 | 22.0296.1279 | Xác định kháng nguyên D yếu của hệ Rh (kỹ thuật Scangel/Gelcard) | Xác định kháng nguyên D yếu của hệ Rh (kỹ thuật Scangel/Gelcard) | 186.600 |  |
| 5709 | 22.0291.1280 | Định nhóm máu hệ Rh(D) (kỹ thuật ống nghiệm) | Định nhóm máu hệ Rh(D) (kỹ thuật ống nghiệm) | 33.500 |  |
| 5710 | 22.0292.1280 | Định nhóm máu hệ Rh(D) (kỹ thuật phiến đá) | Định nhóm máu hệ Rh(D) (kỹ thuật phiến đá) | 33.500 |  |
| 5711 | 22.0281.1281 | Định nhóm máu khó hệ ABO (kỹ thuật ống nghiệm) | Định nhóm máu khó hệ ABO (kỹ thuật ống nghiệm) | 222.700 |  |
| 5712 | 22.0282.1281 | Định nhóm máu khó hệ ABO (kỹ thuật Scangel/Gelcard) | Định nhóm máu khó hệ ABO (kỹ thuật Scangel/Gelcard) | 222.700 |  |
| 5713 | 22.0036.1282 | Định tính ức chế yếu tố VIIIc/IX | Định tính ức chế yếu tố VIIIc/IX | 248.800 |  |
| 5714 | 22.0634.1283 | Định type HLA cho 1 locus (Locus A, hoặc Locus B, hoặc Locus C, hoặc Locus DR, hoặc Locus DQ) bằng kỹ thuật PCR-SSP | Định type HLA cho 1 locus (Locus A, hoặc Locus B, hoặc Locus C, hoặc Locus DR, hoặc Locus DQ) bằng kỹ thuật PCR-SSP | 1.301.700 |  |
| 5715 | 22.0633.1284 | Định type HLA độ phân giải cao cho 1 locus (Locus A, hoặc Locus B, hoặc Locus C, hoặc Locus DR, hoặc Locus DQ, hoặc Locus DP) bằng kỹ thuật PCR-SSO | Định type HLA độ phân giải cao cho 1 locus (Locus A, hoặc Locus B, hoặc Locus C, hoặc Locus DR, hoặc Locus DQ, hoặc Locus DP) bằng kỹ thuật PCR-SSO | 1.935.700 |  |
| 5716 | 22.0589.1285 | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) trung hòa heparin (ROTEM-HEPTEM) | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) trung hòa heparin (ROTEM-HEPTEM) | 571.300 |  |

Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 5717 | 22.0587.1285 | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ức chế tiêu cầu (ROTEM-FIBTEM) | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ức chế tiêu cầu (ROTEM-FIBTEM) | 571.300 |  |
| 5718 | 22.0588.1285 | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ức chế tiêu sợi huyết (ROTEM-APTEM) | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ức chế tiêu sợi huyết (ROTEM-APTEM) | 571.300 |  |
| 5719 | 22.0586.1286 | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ngoại sinh (ROTEM-EXTEM) | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) ngoại sinh (ROTEM-EXTEM) | 445.300 |  |
| 5720 | 22.0585.1286 | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) nội sinh (ROTEM-INTEM) | Đo độ đàn hồi cục máu (ROTEM: Rotation ThromboElastoMetry) nội sinh (ROTEM-INTEM) | 445.300 |  |
| 5721 | 22.0041.1287 | Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin | Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin [ADP/Collgen] | 117.300 | Giá cho mỗi chất kích tập. |
| 5722 | 22.0041.1288 | Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin | Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin [Ristocetin/ Epinephrin/ ArachidonicAcide/ thrombin] | 222.700 | Giá cho mỗi yếu tố. |
| 5723 | 22.0042.1288 | Đo độ ngưng tập tiểu cầu với Ristocetin | Đo độ ngưng tập tiểu cầu với Ristocetin | 222.700 | Giá cho mỗi yếu tố. |
| 5724 | 02.0348.1289 | Đo độ nhớt dịch khớp | Đo độ nhớt dịch khớp | 55.900 |  |
| 5725 | 02.0431.1289 | Xét nghiệm Mucin test | Xét nghiệm Mucin test | 55.900 |  |
| 5726 | 22.0039.1289 | Đo độ nhớt (độ quánh) máu toàn phần/huyết tương/dịch khác | Đo độ nhớt (độ quánh) máu toàn phần/huyết tương/dịch khác | 55.900 |  |
| 5727 | 22.0647.1290 | Xét nghiệm giải trình tự gen bằng kỹ thuật giải trình tự gen thế hệ 2 | Xét nghiệm giải trình tự gen bằng kỹ thuật giải trình tự gen thế hệ 2 | 8.206.900 |  |
| 5728 | 22.0449.1290 | Xét nghiệm giải trình tự gen bằng NGS | Xét nghiệm giải trình tự gen bằng NGS | 8.206.900 |  |
| 5729 | 22.0654.1290 | Xét nghiệm xác định mọc mảnh ghép (Chimerism) bằng kỹ thuật giải trình tự gen thế hệ 2 | Xét nghiệm xác định mọc mảnh ghép (Chimerism) bằng kỹ thuật giải trình tự gen thế hệ 2 | 8.206.900 |  |
| 5730 | 22.0406.1291 | Giải trình tự gene chẩn đoán bệnh beta thalassemia | Giải trình tự gene chẩn đoán bệnh beta thalassemia | 6.906.900 |  |
| 5731 | 22.0407.1291 | Giải trình tự gene chẩn đoán trước sinh bệnh beta thalassemia | Giải trình tự gene chẩn đoán trước sinh bệnh beta thalassemia | 6.906.900 |  |
| 5732 | 22.0412.1291 | Giải trình tự gene Perforin (PRF1) bệnh HLH | Giải trình tự gene Perforin (PRF1) bệnh HLH | 6.906.900 |  |
| 5733 | 22.0413.1291 | Giải trình tự gene Perforin (PRF1) chẩn đoán trước sinh bệnh HLH | Giải trình tự gene Perforin (PRF1) chẩn đoán trước sinh bệnh HLH | 6.906.900 |  |
| 5734 | 22.0641.1291 | Xét nghiệm giải trình tự gen bằng kỹ thuật giải trình tự thế hệ 1 (cho mỗi đoạn gen < 1kb) | Xét nghiệm giải trình tự gen bằng kỹ thuật giải trình tự thế hệ 1 (cho mỗi đoạn gen < 1kb) | 6.906.900 |  |
| 5735 | 22.0655.1291 | Xét nghiệm xác định mọc mảnh ghép (Chimerism) bằng kỹ thuật giải trình tự gen thế hệ 1 | Xét nghiệm xác định mọc mảnh ghép (Chimerism) bằng kỹ thuật giải trình tự gen thế hệ 1 | 6.906.900 |  |
| 5736 | 22.0161.1292 | Định lượng huyết sắc tố (hemoglobin) bằng quang kế | Định lượng huyết sắc tố (hemoglobin) bằng quang kế | 32.300 |  |
| 5737 | 22.0264.1293 | Hiệu giá kháng thể miễn dịch (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Hiệu giá kháng thể miễn dịch (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 474.000 |  |
| 5738 | 22.0267.1294 | Hiệu giá kháng thể tự nhiên chống A, B (kỹ thuật ống nghiệm) | Hiệu giá kháng thể tự nhiên chống A, B (kỹ thuật ống nghiệm) | 43.500 |  |
| 5739 | 22.0147.1295 | Nhuộm hóa mô miễn dịch tùy xương | Nhuộm hóa mô miễn dịch tùy xương | 198.600 |  |
| 5740 | 22.0134.1296 | Xét nghiệm hồng cầu lưới (bằng phương pháp thủ công) | Xét nghiệm hồng cầu lưới (bằng phương pháp thủ công) | 28.400 |  |
| 5741 | 22.0123.1297 | Huyết đồ (bằng phương pháp thủ công) | Huyết đồ (bằng phương pháp thủ công) | 70.800 |  |
| 5742 | 22.0125.1298 | Huyết đồ (bằng máy đếm laser) | Huyết đồ (bằng máy đếm laser) | 74.600 |  |
| 5743 | 22.0124.1298 | Huyết đồ (bằng máy đếm tổng trở) | Huyết đồ (bằng máy đếm tổng trở) | 74.600 |  |
| 5744 | 22.0605.1299 | Huyết đồ (bằng hệ thống tự động hoàn toàn) | Huyết đồ (bằng hệ thống tự động hoàn toàn) | 161.500 |  |
| 5745 | 22.0170.1300 | Xét nghiệm tế bào học lách (lách đồ) | Xét nghiệm tế bào học lách (lách đồ) | 62.200 |  |
| 5746 | 22.0490.1301 | Lọc bạch cầu trong khối hồng cầu | Lọc bạch cầu trong khối hồng cầu | 592.000 | Chưa bao gồm phin lọc bạch cầu |
| 5747 | 22.0332.1302 | Lympho cross match bằng kỹ thuật Flow-cytometry | Lympho cross match bằng kỹ thuật Flow-cytometry | 2.225.700 |  |
| 5748 | 22.0143.1303 | Máu lắng (bằng máy tự động) | Máu lắng (bằng máy tự động) | 37.300 |  |
| 5749 | 22.0142.1304 | Máu lắng (bằng phương pháp thủ công) | Máu lắng (bằng phương pháp thủ công) | 24.800 |  |
| 5750 | 22.0309.1305 | Nghiệm pháp Coombs gián tiếp (kỹ thuật hồng cầu gắn từ trên máy tự động) | Nghiệm pháp Coombs gián tiếp (kỹ thuật hồng cầu gắn từ trên máy tự động) | 120.300 |  |
| 5751 | 22.0308.1306 | Nghiệm pháp Coombs gián tiếp (kỹ thuật ống nghiệm) | Nghiệm pháp Coombs gián tiếp (kỹ thuật ống nghiệm) | 87.000 |  |
| 5752 | 22.0306.1306 | Nghiệm pháp Coombs gián tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Nghiệm pháp Coombs gián tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 87.000 |  |
| 5753 | 22.0307.1306 | Nghiệm pháp Coombs gián tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Nghiệm pháp Coombs gián tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 87.000 |  |
| 5754 | 22.0304.1306 | Nghiệm pháp Coombs trực tiếp (kỹ thuật ống nghiệm) | Nghiệm pháp Coombs trực tiếp (kỹ thuật ống nghiệm) | 87.000 |  |
| 5755 | 22.0302.1306 | Nghiệm pháp Coombs trực tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Nghiệm pháp Coombs trực tiếp (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 87.000 |  |
| 5756 | 22.0303.1306 | Nghiệm pháp Coombs trực tiếp (kỹ thuật Scangel/Gelcard trên máy tự động) | Nghiệm pháp Coombs trực tiếp (kỹ thuật Scangel/Gelcard trên máy tự động) | 87.000 |  |
| 5757 | 22.0305.1307 | Nghiệm pháp Coombs trực tiếp (kỹ thuật hồng cầu gắn từ trên máy tự động) | Nghiệm pháp Coombs trực tiếp (kỹ thuật hồng cầu gắn từ trên máy tự động) | 129.400 |  |
| 5758 | 21.0011.1308 | Nghiệm pháp rượu (nghiệm pháp Ethanol) | Nghiệm pháp rượu (nghiệm pháp Ethanol) | 31.100 |  |
| 5759 | 22.0015.1308 | Nghiệm pháp rượu (Ethanol test) | Nghiệm pháp rượu (Ethanol test) | 31.100 |  |
| 5760 | 22.0052.1309 | Nghiệm pháp sinh Thromboplastin (T.G.T: Thromboplastin Generation Test) | Nghiệm pháp sinh Thromboplastin (T.G.T: Thromboplastin Generation Test) | 320.000 |  |
| 5761 | 21.0010.1310 | Nghiệm pháp Von-Kaulla (thời gian tiêu thụ euglobulin) | Nghiệm pháp Von-Kaulla (thời gian tiêu thụ euglobulin) | 55.900 |  |
| 5762 | 22.0017.1310 | Nghiệm pháp Von-Kaulla | Nghiệm pháp Von-Kaulla | 55.900 |  |
| 5763 | 22.0611.1311 | Xét nghiệm và chẩn đoán tế bào học bằng phương pháp nhuộm Esterase không đặc hiệu | Xét nghiệm và chẩn đoán tế bào học bằng phương pháp nhuộm Esterase không đặc hiệu | 99.500 |  |
| 5764 | 22.0693.1312 | Xét nghiệm và chẩn đoán tế bào học bằng phương pháp nhuộm Esterase không đặc hiệu có ức chế bằng NaF | Xét nghiệm và chẩn đoán tế bào học bằng phương pháp nhuộm Esterase không đặc hiệu có ức chế bằng NaF | 110.500 |  |
